,language,source"
10184,sql,"-- your code goes hereCREATE TABLE ETL_AUDIT ( AUDIT_ID NUMBER(,) PRIMARY KEY NULL, PROCESS_DT TIMESTAMP () DEFAULT CURRENT_TIMESTAMP, BATCH_RUN_ID NUMBER(,) NOT NULL, SCHEMA_NAME VARCHAR() NOT NULL, TABLE_NAME VARCHAR() NOT NULL, EXPECTED_CNT NUMBER(,) NOT NULL, ACTUAL_CNT NUMBER(,), APPL_PROC_ID NUMBER(,) NOT NULL, AUDIT_RESULT NUMBER(,) );"
10397,sql,"create table sam(sau varchar());"
10594,sql,"create table emp (id number,name varchar(),dept varchar()); insert into emp values(,'anu',); insert into emp values(,'vinu',); insert into emp values(,'RASa',); insert into emp values(,'AAdil',); insert into emp values(,'aadersh',); insert into emp values(,'Aanand',); select name from emp where name like '%aa%';"
10845,sql,"CREATE TABLE employees_workshift ( `id` int not null auto_increment, `worker_id` int not null, `away_at` timestamp, `returned_at` timestamp, `is_awhile` tinyint, PRIMARY KEY (`id`) ); INSERT INTO employees_workshift (`worker_id`, `away_at`, `returned_at`, `is_awhile`) VALUES (, null, NOW() - INTERVAL HOUR, ), (, NOW() - INTERVAL MINUTE, null, ), (, null, NOW() - INTERVAL MINUTE, ), (, NOW(), null, ) ; select * from employees_workshift group by worker_id;"
10863,sql,"Create table tab ( Id int; name varchar(); )"
10913,sql,"create database abc-- your code goes here"
11053,sql,"declarefd var varchar(); begin var := 'variable'; end;"
11922,sql,"--find when more than one signal was given to a transponder in a single lane in a minute window SELECT (SELECT lane_name FROM stationroadside.lane_name WHERE lane_name.ln_number = data.ln_number) || ' (' || ln_number ||')' AS lane, transaction_id, transponder_number, transaction_date, num_transactions FROM ( SELECT transaction_id, transponder_number, transaction_date, ln_number, COUNT() OVER ( PARTITION BY ln_number, transponder_number ORDER BY transaction_date ASC RANGE BETWEEN INTERVAL '' MINUTE FOLLOWING AND INTERVAL '' MINUTE FOLLOWING ) num_transactions, COUNT() OVER ( PARTITION BY ln_number, transponder_number ORDER BY transaction_date DESC RANGE BETWEEN INTERVAL '' MINUTE FOLLOWING AND INTERVAL '' MINUTE FOLLOWING ) num_transactions_adv FROM avi_transactions WHERE transaction_date >= TRUNC(SYSDATE,'DD') - ) data WHERE num_transactions_adv= AND num_transactions> ORDER BY ln_number ASC, transaction_id DESC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
11954,sql,"create table customer(zipCode integer, age integer, ID integer); insert into customer values(, , ); insert into customer values(, , ); insert into customer values(, , ); insert into customer values(, , ); insert into customer values(, , ); insert into customer values(, , ); insert into customer values(, , ); insert into customer values(, , ); insert into customer values(, , ); select zipCode, age, ID, sum(ID) from customer group by zipCode, age, ID;"
12185,sql,"declare v_num number():='&Digite_o_primeiro_numero'; v_num number():='&Digite_o_segundo_numero'; v_soma number(); begin dbms_output.put.line('chora'); end;"
12308,sql,"CREATE SEQUENCE customer_seq START WITH ; SELECT customer_seq curval from dual;"
12361,sql,"CREATE TABLE CosineTable( Angle INTEGER PRIMARY KEY, CosValue DECIMAL(,) NOT NULL ); INSERT INTO CosineTable VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT * from (SELECT Angle, CosValue FROM ( SELECT Angle,CosValue FROM CosineTable WHERE Angle<= ) WHERE Angle=(SELECT Max(Angle) FROM (SELECT Angle FROM CosineTable WHERE Angle<=))) UNION SELECT * from (SELECT Angle, CosValue FROM ( SELECT Angle,CosValue FROM CosineTable WHERE Angle>= ) WHERE Angle=(SELECT MIN(Angle) FROM (SELECT Angle FROM CosineTable WHERE Angle>=))) ;"
12367,sql,"CREATE TABLE CosineTable( Angle INTEGER PRIMARY KEY, CosValue DECIMAL(,) NOT NULL ); INSERT INTO CosineTable VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT * from (SELECT Angle, CosValue FROM ( SELECT Angle,CosValue FROM CosineTable WHERE Angle<= ) WHERE Angle=(SELECT Max(Angle) FROM (SELECT Angle FROM CosineTable WHERE Angle<=))) UNION SELECT * from (SELECT Angle, CosValue FROM ( SELECT Angle,CosValue FROM CosineTable WHERE Angle>= ) WHERE Angle=(SELECT MIN(Angle) FROM (SELECT Angle FROM CosineTable WHERE Angle>=)));"
12426,sql,"declare @var numeric(), @var numeric(), @var numeric(), @var numeric(); set @var=; set @var=; set @var=@var+@var-@var set @var=@var-@var select @var select @var;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
12456,sql,"CREATE TABLE student(student_id int PRIMARY KEY, name text); INSERT INTO student VALUES(, 'Dan'); INSERT INTO student VALUES(, 'John'); INSERT INTO student VALUES(, 'Ben'); CREATE TABLE books(isbn int PRIMARY KEY, title text, author text, publisher text); INSERT INTO books VALUES(, 'bookA', 'Avi Silberschatz', 'pubA'); INSERT INTO books VALUES(, 'bookB', 'Avi Silberschatz', 'pubB'); INSERT INTO books VALUES(, 'bookC', 'Avi Silberschatz', 'pubB'); INSERT INTO books VALUES(, 'bookD', 'Avi Silberschatz', 'pubB'); INSERT INTO books VALUES(, 'bookE', 'John X Sade', 'pubB'); INSERT INTO books VALUES(, 'bookF', 'John X Sade', 'pubA'); INSERT INTO books VALUES(, 'bookG', 'John X Sade', 'pubC'); INSERT INTO books VALUES(, 'bookH', 'John X Sade', 'pubD'); INSERT INTO books VALUES(, 'bookZ', 'Some Guy', 'pubC'); INSERT INTO books VALUES(, 'bookX', 'Some Guy', 'pubD'); CREATE TABLE loan(student_id int, isbn int, issue_date, due_date); ALTER TABLE loan PRIMARY KEY (student_id, isbn); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); INSERT INTO loan VALUES(, , '', '' ); SELECT isbn FROM books WHERE 'Sade' = RIGHT(author, )) DROP TABLE student; DROP TABLE books; DROP TABLE loan;-- your code goes here;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
12531,sql,"create table ARTICULLOS( CodigoArticulo int not null, DescripcionArticulo char, PrecioArticulo float, ExistenciaArticulo int, constraint PK_Articulos primary key (CodigoArticulo) );"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
